timestamp,update_id,symbol,bid_p_1,bid_v_1,ask_p_1,ask_v_1,bid_p_2,bid_v_2,ask_p_2,ask_v_2,bid_p_3,bid_v_3,ask_p_3,ask_v_3,bid_p_4,bid_v_4,ask_p_4,ask_v_4,bid_p_5,bid_v_5,ask_p_5,ask_v_5,bid_p_6,bid_v_6,ask_p_6,ask_v_6,bid_p_7,bid_v_7,ask_p_7,ask_v_7,bid_p_8,bid_v_8,ask_p_8,ask_v_8,bid_p_9,bid_v_9,ask_p_9,ask_v_9,bid_p_10,bid_v_10,ask_p_10,ask_v_10
1710000000.05,100000,ETHUSDT,2546.46,4.35265832613568,2546.4700000000003,8.224249335796994,2546.45,10.380585496548626,2546.4800000000005,4.666706143674119,2546.44,11.762690555945055,2546.4900000000002,7.91397889961001,2546.43,3.2425826759048078,2546.5000000000005,5.63178700483253,2546.42,3.7362729444917915,2546.51,2.8030456557570647,2546.41,7.759680269880731,2546.5200000000004,15.065239065017037,2546.4,2.2577045962019113,2546.53,1.5490409787130877,2546.39,4.500805478723302,2546.5400000000004,6.022438930334467,2546.38,1.6931752585267748,2546.55,5.024622342530061,2546.37,2.9181450116985945,2546.5600000000004,0.19879736657506433
1710000000.1,100001,ETHUSDT,2546.46,4.42793641594375,2546.4700000000003,24.28173839751685,2546.45,6.141425519590921,2546.4800000000005,6.65849061792258,2546.44,8.109371548054481,2546.4900000000002,5.92321052641398,2546.43,12.174455002342459,2546.5000000000005,8.999376452549289,2546.42,4.063338127669555,2546.51,3.767838063248799,2546.41,13.81995208125437,2546.5200000000004,3.284132114483172,2546.4,9.212880616623092,2546.53,8.294367115530456,2546.39,3.890159624882423,2546.5400000000004,11.028328912039642,2546.38,0.8087798132102288,2546.55,0.8341176504081599,2546.37,4.836039150560868,2546.5600000000004,8.846587612187086
1710000000.1499999,100002,ETHUSDT,2546.46,4.317957280757712,2546.4700000000003,8.434214944617347,2546.45,5.874873803959737,2546.4800000000005,7.7662182197112815,2546.44,5.74879915430324,2546.4900000000002,2.9774659688228993,2546.43,3.4140842624713086,2546.5000000000005,5.824595135449931,2546.42,2.513305154290953,2546.51,4.773522541639979,2546.41,2.1940444337935,2546.5200000000004,1.8170155371398313,2546.4,1.9854073176633005,2546.53,3.5362250728592115,2546.39,9.201429429207183,2546.5400000000004,12.724488413883492,2546.38,3.0016338574433554,2546.55,2.8730445873977715,2546.37,4.056595962294696,2546.5600000000004,1.5698480426354093
1710000000.1999998,100003,ETHUSDT,2546.46,3.809811640225938,2546.4700000000003,7.660674253742053,2546.45,9.89091460760529,2546.4800000000005,7.637808354370199,2546.44,7.019542012612563,2546.4900000000002,5.01054342268482,2546.43,6.675382997452983,2546.5000000000005,3.338646010217328,2546.42,6.31435073071665,2546.51,5.016886503527845,2546.41,7.121573144655244,2546.5200000000004,1.9937905517559211,2546.4,7.339583066308993,2546.53,5.849302682288458,2546.39,5.550803604397068,2546.5400000000004,3.5475991019658766,2546.38,15.213719525539021,2546.55,1.3102513107965015,2546.37,1.4211060297013516,2546.5600000000004,1.0333003741801001
1710000000.2499998,100004,ETHUSDT,2546.4700000000003,5.49888733408288,2546.4800000000005,3.653317819458629,2546.46,10.58619957467697,2546.4900000000007,5.144127161535567,2546.4500000000003,6.0088657722901555,2546.5000000000005,7.758926941018254,2546.44,6.899153868637506,2546.5100000000007,7.144068765700131,2546.4300000000003,3.6769790591626617,2546.5200000000004,4.12677110284218,2546.42,2.696647352711159,2546.5300000000007,15.473963730141389,2546.4100000000003,2.561839951213381,2546.5400000000004,1.8374444482414574,2546.4,1.3540169577856556,2546.5500000000006,12.333619962302361,2546.3900000000003,2.1319676596976276,2546.5600000000004,5.690539102052446,2546.38,9.808496938345906,2546.5700000000006,4.829079524380648
1710000000.2999997,100005,ETHUSDT,2546.48,15.007171154138,2546.4900000000002,8.934676052510646,2546.47,4.289673368555619,2546.5000000000005,10.1439458993454,2546.46,8.518702597732824,2546.51,4.808184268687697,2546.45,3.2935139021210964,2546.5200000000004,7.387472136929275,2546.44,9.465300136585789,2546.53,3.839557665907736,2546.43,3.89776135547816,2546.5400000000004,3.3639401355620375,2546.42,2.296365552237499,2546.55,5.438083349922852,2546.41,2.7800663296892982,2546.5600000000004,5.089241170020646,2546.4,2.1993821745823388,2546.57,2.163345526276467,2546.39,0.8689023903733375,2546.5800000000004,17.468631074767337
1710000000.3499997,100006,ETHUSDT,2546.4900000000002,3.9107854963886393,2546.5000000000005,12.512546191665725,2546.48,3.6689358476234304,2546.5100000000007,7.131575676224188,2546.4700000000003,3.225219928400162,2546.5200000000004,7.76327736187365,2546.46,10.925618308599715,2546.5300000000007,7.153578612394314,2546.4500000000003,3.2379262512460727,2546.5400000000004,11.630173863467512,2546.44,5.066369277987031,2546.5500000000006,3.3831919824808194,2546.4300000000003,8.85935041556398,2546.5600000000004,2.330402486888601,2546.42,6.864593736777558,2546.5700000000006,0.9863110302520541,2546.4100000000003,9.0527255041605,2546.5800000000004,1.6941834100278648,2546.4,3.4788157944599103,2546.5900000000006,9.661325160098704
1710000000.3999996,100007,ETHUSDT,2546.4900000000002,3.856976826948155,2546.5200000000004,14.15119299594478,2546.48,6.1122847945943715,2546.5300000000007,14.829573412029383,2546.4700000000003,5.966844133254757,2546.5400000000004,4.026979160572333,2546.46,6.567568665874969,2546.5500000000006,4.8869199605522216,2546.4500000000003,5.987912069697246,2546.5600000000004,4.863504546085627,2546.44,2.6060737806347287,2546.5700000000006,6.904492282115443,2546.4300000000003,7.630984700979533,2546.5800000000004,9.569998797885532,2546.42,2.2417210985445637,2546.5900000000006,4.55897102419489,2546.4100000000003,0.7553295918079633,2546.6000000000004,1.9378165272895904,2546.4,6.760406288126041,2546.6100000000006,8.235620918975249
1710000000.4499996,100008,ETHUSDT,2546.5,5.691560920429499,2546.52,4.309862845380016,2546.49,4.013810307528619,2546.53,4.213231880690932,2546.48,2.804757472869995,2546.54,3.8287753987507274,2546.47,13.093402041503198,2546.55,7.765567780913761,2546.46,11.978722685194372,2546.56,5.700296382462255,2546.45,4.023619956164911,2546.57,3.1044732414399556,2546.44,3.1184828550775006,2546.58,5.317972234421318,2546.43,7.370583148131764,2546.59,1.3594753315338992,2546.42,5.6457143036818405,2546.6,0.42181182218501234,2546.41,4.206853628383134,2546.61,2.4135810398878563
1710000000.4999995,100009,ETHUSDT,2546.51,7.589232913081501,2546.5200000000004,3.6718057019394035,2546.5,10.494255624073517,2546.5300000000007,6.182362558428522,2546.4900000000002,4.654101237199818,2546.5400000000004,5.018758447088098,2546.48,3.6320580609035598,2546.5500000000006,4.76530654063316,2546.4700000000003,18.217397225269874,2546.5600000000004,7.578180260538295,2546.46,4.543602440958541,2546.5700000000006,4.08243224111049,2546.4500000000003,1.4793587881253156,2546.5800000000004,5.100340801840444,2546.44,5.886429904980786,2546.5900000000006,3.1967039229956695,2546.4300000000003,5.017904614566102,2546.6000000000004,5.6756111234709925,2546.42,0.6491571775361761,2546.6100000000006,3.756144941471809
1710000000.5499995,100010,ETHUSDT,2546.4900000000002,7.477669036619522,2546.51,5.442888524898495,2546.48,5.212264440825134,2546.5200000000004,4.675981309920026,2546.4700000000003,6.386758851994088,2546.53,3.6172609861307734,2546.46,16.09927540329371,2546.5400000000004,10.86454474076844,2546.4500000000003,2.509152067311019,2546.55,6.685861601764134,2546.44,10.97378778609711,2546.5600000000004,5.306667887992154,2546.4300000000003,3.9044347611454056,2546.57,7.5030893650409975,2546.42,1.5793169570361099,2546.5800000000004,2.474381178597527,2546.4100000000003,1.5803387854091593,2546.59,1.459397576599975,2546.4,5.727124227974743,2546.6000000000004,11.490547459424201
1710000000.5999994,100011,ETHUSDT,2546.48,3.7253173766104606,2546.4900000000002,7.1871241983564005,2546.47,4.842553078869109,2546.5000000000005,6.005855829106558,2546.46,2.8961299518785646,2546.51,4.2937522029454644,2546.45,10.195239217183767,2546.5200000000004,4.483212914447875,2546.44,5.431040509144557,2546.53,6.699689691040812,2546.43,9.576013993132568,2546.5400000000004,8.771362883525969,2546.42,7.044470927474646,2546.55,2.551246187721893,2546.41,2.260121476316049,2546.5600000000004,7.792592738996776,2546.4,3.7827896536779315,2546.57,1.540769078020832,2546.39,0.1,2546.5800000000004,1.619208870076143
1710000000.6499994,100012,ETHUSDT,2546.48,9.229681349236794,2546.4900000000002,8.022933491699682,2546.47,10.178044966009875,2546.5000000000005,3.4587551725633374,2546.46,8.867823276026442,2546.51,3.077993408757277,2546.45,2.9674230653592786,2546.5200000000004,7.59463654860723,2546.44,3.15657851894335,2546.53,5.171980502075691,2546.43,1.654075863816579,2546.5400000000004,1.8985813561834546,2546.42,1.7911009080374796,2546.55,2.8706287058779747,2546.41,4.238276768552332,2546.5600000000004,1.7313035864887705,2546.4,10.681288873952862,2546.57,1.5922431725998494,2546.39,4.7409672063750445,2546.5800000000004,5.70585287061374
1710000000.6999993,100013,ETHUSDT,2546.4700000000003,9.795532618220616,2546.5000000000005,5.39754892946107,2546.46,4.825548726132125,2546.5100000000007,8.638127754736407,2546.4500000000003,4.3557835464149655,2546.5200000000004,4.7119475675714035,2546.44,7.128156922611804,2546.5300000000007,4.4225462084610925,2546.4300000000003,2.508386230516622,2546.5400000000004,5.385446942952692,2546.42,2.407095411540671,2546.5500000000006,4.129359817952894,2546.4100000000003,12.330759795802159,2546.5600000000004,3.547902189559593,2546.4,4.802755303659205,2546.5700000000006,2.1464773642097548,2546.3900000000003,4.1525809157994855,2546.5800000000004,5.024926233509152,2546.38,6.869856945458273,2546.5900000000006,1.4993243064542863
1710000000.7499993,100014,ETHUSDT,2546.48,7.160971835835641,2546.4900000000002,12.248248815121126,2546.47,28.961846956548914,2546.5000000000005,5.073027067756914,2546.46,3.224231872043908,2546.51,9.696070644902168,2546.45,5.353184011690206,2546.5200000000004,7.6714402543190685,2546.44,6.038764113062131,2546.53,6.2008393466947,2546.43,10.574558178356487,2546.5400000000004,4.6397186784756395,2546.42,2.0688772209520607,2546.55,1.724860419337792,2546.41,15.496169720979589,2546.5600000000004,1.8448329967347452,2546.4,1.42664478580887,2546.57,4.748181871723858,2546.39,2.5987210205168876,2546.5800000000004,4.999024760947345
1710000000.7999992,100015,ETHUSDT,2546.4700000000003,6.371608303499382,2546.4800000000005,4.141867890812744,2546.46,11.90852387850616,2546.4900000000007,4.141108121539473,2546.4500000000003,5.052761375355778,2546.5000000000005,12.533870496855748,2546.44,13.587563246671618,2546.5100000000007,5.85639939430494,2546.4300000000003,9.973756908740718,2546.5200000000004,6.6022001138979585,2546.42,4.212344144518022,2546.5300000000007,3.9424226650476335,2546.4100000000003,1.7110836122072985,2546.5400000000004,3.531844543312787,2546.4,3.077350222176772,2546.5500000000006,3.3553300763528027,2546.3900000000003,1.8489238039922364,2546.5600000000004,9.207637404357603,2546.38,0.1,2546.5700000000006,0.3996154413311153
1710000000.8499992,100016,ETHUSDT,2546.48,5.094454212949321,2546.4900000000002,11.353810224918504,2546.47,3.337280359983678,2546.5000000000005,22.62701246549406,2546.46,16.334071749538026,2546.51,16.991121486110828,2546.45,2.580193937154072,2546.5200000000004,12.516749851216101,2546.44,6.272017192431466,2546.53,4.662008432873136,2546.43,3.1862640267320037,2546.5400000000004,11.473768549016665,2546.42,1.5660790655826018,2546.55,8.91371943432123,2546.41,2.055919282928725,2546.5600000000004,3.7302038030857068,2546.4,3.4655352692154624,2546.57,8.57278414735135,2546.39,0.12399747722377616,2546.5800000000004,9.031807973477605
1710000000.8999991,100017,ETHUSDT,2546.4700000000003,11.604080517899405,2546.4800000000005,13.32862517684839,2546.46,9.08829675168724,2546.4900000000007,3.343259987199377,2546.4500000000003,4.561014829036509,2546.5000000000005,6.72937812614088,2546.44,2.9856526295138557,2546.5100000000007,9.350345519828668,2546.4300000000003,2.0041784118319312,2546.5200000000004,6.754946041591604,2546.42,4.929043678979118,2546.5300000000007,2.558839393477636,2546.4100000000003,5.0438365868217625,2546.5400000000004,9.03101715582417,2546.4,5.779251573344414,2546.5500000000006,4.93863652805848,2546.3900000000003,4.984326225795009,2546.5600000000004,2.9005149499052725,2546.38,2.023631881993156,2546.5700000000006,0.43175458244890963
1710000000.949999,100018,ETHUSDT,2546.4900000000002,5.167253826315137,2546.5000000000005,6.811002697270258,2546.48,7.906759516062086,2546.5100000000007,3.3632771239617325,2546.4700000000003,6.920497307463782,2546.5200000000004,10.193932161042477,2546.46,8.256419559270114,2546.5300000000007,2.6753402296321984,2546.4500000000003,3.843606795228128,2546.5400000000004,4.762792144767654,2546.44,3.6564686459365654,2546.5500000000006,2.4135646181289054,2546.4300000000003,10.269947906945625,2546.5600000000004,12.26409045854184,2546.42,1.1988528653769657,2546.5700000000006,1.8509546526140135,2546.4100000000003,0.4017683702332659,2546.5800000000004,3.27944780516092,2546.4,6.5227112421007325,2546.5900000000006,1.9803278537457722
1710000000.999999,100019,ETHUSDT,2546.48,5.837295574490531,2546.4900000000002,5.952685567371553,2546.47,15.425456003653125,2546.5000000000005,3.265644151557144,2546.46,3.988567342680924,2546.51,2.8200608305244415,2546.45,5.439355575688355,2546.5200000000004,8.434760098995218,2546.44,9.298405258616935,2546.53,11.886744567213675,2546.43,3.402000971846645,2546.5400000000004,4.610226696913993,2546.42,8.154010360418194,2546.55,6.787827583500928,2546.41,2.434035352207628,2546.5600000000004,5.573080968411868,2546.4,8.994029422846001,2546.57,0.6484858748557569,2546.39,4.265601095426495,2546.5800000000004,1.6844617388376506
